1,18,1
1,30,1
1,40,1
2,48,1
2,59,1
2,67,1
2,100,1
2,103,1
3,34,1
4,4,1
4,21,1
4,79,1
4,88,1
4,96,1
5,29,2
5,40,1
5,45,1
5,51,1
5,54,1
5,59,1
5,63,1
5,80,1
5,100,1
6,51,1
6,54,1
6,64,1
6,104,1
7,4,1
7,12,1
7,13,1
7,57,1
8,13,1
8,22,1
8,23,1
8,26,1
8,28,1
8,31,1
8,40,1
8,44,3
8,48,3
8,50,1
8,51,1
8,55,2
8,68,1
8,69,2
8,70,9
8,71,1
8,72,4
8,73,3
8,77,1
8,79,1
8,80,1
8,81,1
8,93,1
9,4,1
9,8,2
9,9,1
9,10,3
9,12,1
9,13,1
9,16,1
9,18,1
9,20,1
9,21,4
9,22,1
9,24,1
9,25,2
9,27,1
9,28,2
9,29,1
9,39,1
9,46,3
9,48,4
9,50,5
9,51,2
9,52,3
9,54,1
9,55,3
9,56,4
9,58,6
9,59,2
9,60,1
9,61,1
9,62,1
9,65,1
9,68,2
9,70,2
9,72,4
9,74,2
9,75,1
9,76,1
9,77,1
9,79,2
9,80,2
9,81,2
9,82,1
9,83,2
9,85,5
9,88,3
9,95,2
9,96,1
9,98,6
9,100,1
9,102,4
9,104,1
9,107,2
9,108,2
10,24,1
10,30,1
10,40,1
11,21,1
11,27,1
11,28,1
11,29,2
11,37,5
11,39,1
12,24,1
12,25,1
12,28,2
12,29,1
12,30,2
12,45,1
12,46,2
12,47,1
12,48,1
12,49,1
12,51,2
12,54,2
12,59,1
12,61,1
12,63,1
12,65,1
12,67,1
12,82,1
13,29,1
13,44,1
14,4,1
14,9,2
14,38,1
14,40,1
14,57,1
15,4,1
15,6,1
15,13,1
15,24,1
15,26,1
15,44,3
15,46,1
15,51,1
15,54,1
15,55,1
15,60,1
16,22,1
16,46,1
16,48,1
17,24,2
17,30,1
18,5,1
18,21,1
18,22,1
18,41,1
18,42,1
18,51,1
18,53,2
18,55,1
18,59,1
18,66,1
18,71,1
18,82,1
18,85,1
18,88,2
18,100,2
18,104,1
19,4,1
19,10,1
19,11,1
19,20,2
19,22,1
19,25,1
19,27,1
19,28,1
19,39,1
19,44,2
19,47,2
19,48,1
19,49,1
19,50,1
19,61,1
19,68,4
19,70,3
19,71,3
19,72,3
19,73,1
20,23,1
20,42,1
20,47,1
21,11,1
21,29,1
21,44,2
21,55,1
21,68,1
21,70,2
21,72,1
21,73,1
22,12,1
22,50,1
22,55,1
22,59,1
23,44,2
23,48,2
23,49,1
23,68,3
23,69,2
23,70,2
23,71,3
23,72,3
23,73,3
24,27,1
25,26,1
25,55,1
25,75,1
26,11,1
26,44,1
26,59,1
26,75,1
26,80,1
26,90,1
26,107,2
26,109,1
26,110,1
27,12,1
27,13,1
27,15,1
27,16,1
27,21,1
27,44,2
27,45,1
27,53,1
27,58,1
27,59,1
27,60,1
27,61,1
27,68,1
27,70,1
27,77,1
27,83,1
27,91,1
27,96,1
27,102,1
27,104,1
27,110,1
28,15,1
28,16,1
28,20,1
28,21,1
28,22,1
28,24,1
28,26,2
28,44,3
28,47,1
28,55,1
28,57,1
28,58,1
28,64,1
28,69,1
28,71,2
28,72,2
28,73,3
28,110,1
29,34,1
30,52,1
30,102,2
31,18,1
31,38,1
31,54,1
31,59,1
31,63,1
31,98,1
31,104,1
32,12,1
32,65,1
32,79,1
32,88,1
32,92,1
33,11,1
34,44,1
34,53,1
34,58,1
34,64,1
34,76,1
34,77,2
35,42,1
35,58,1
35,60,1
35,70,1
35,74,1
35,82,1
35,88,1
35,104,1
36,47,1
37,18,2
37,31,1
37,44,1
37,56,1
37,59,1
37,60,1
37,73,1
37,110,1
38,70,1
39,67,1
40,18,1
40,38,1
40,98,1
40,103,1
41,5,1
41,25,1
41,46,1
41,56,1
42,4,1
42,22,1
42,26,1
42,29,1
42,30,1
42,49,1
42,51,1
42,55,1
42,68,1
42,69,1
42,72,1
42,73,2
43,20,1
43,53,2
43,66,1
43,73,1
44,29,1
44,47,1
45,29,1
45,30,1
45,44,1
45,53,1
45,60,1
46,6,1
46,28,1
46,70,1
47,48,1
47,50,1
47,61,1
47,66,2
47,67,1
48,51,1
48,53,1
48,54,1
48,55,1
48,110,1
49,51,1
50,65,1
50,66,1
50,67,2
51,44,1
51,45,1
51,50,1
51,56,1
51,74,1
51,75,1
51,76,1
52,32,1
53,34,1
54,62,1
55,13,1
55,51,2
55,53,2
56,34,1
57,34,1
58,37,1
59,28,1
59,40,2
60,4,1
60,9,1
60,11,1
60,13,1
60,16,1
60,21,1
60,22,2
60,29,2
60,39,2
60,41,5
60,42,2
60,46,3
60,52,1
60,55,2
60,58,1
60,62,2
60,74,2
60,75,1
60,76,1
60,82,1
60,91,1
60,93,1
60,97,1
60,104,1
60,110,3
61,49,1
61,57,2
61,58,3
61,61,1
61,62,1
62,12,1
62,13,1
62,54,2
62,55,3
62,56,1
62,59,1
62,103,1
63,4,2
63,12,1
63,16,1
63,18,2
63,21,1
63,24,1
63,25,1
63,26,2
63,27,1
63,30,2
63,37,1
63,39,1
63,41,1
63,44,2
63,45,2
63,46,2
63,48,2
63,49,4
63,50,1
63,51,3
63,52,1
63,53,2
63,54,1
63,55,3
63,56,2
63,59,2
63,60,3
63,61,3
63,63,1
63,66,1
63,68,1
63,70,2
63,71,1
63,72,2
63,73,1
63,74,2
63,75,2
63,76,1
63,77,3
63,85,1
63,91,2
63,96,2
63,103,2
63,107,1
63,108,2
63,110,4
64,4,1
64,16,1
64,43,1
64,45,2
64,49,1
64,54,1
64,58,3
64,67,1
64,74,1
64,79,1
64,80,1
64,93,1
64,103,1
64,110,1
65,57,1
65,59,1
66,55,1
66,60,1
66,71,1
66,110,1
67,49,1
68,4,1
68,9,1
68,10,1
68,16,1
68,21,2
68,23,1
68,30,3
68,38,1
68,44,5
68,45,5
68,46,1
68,49,3
68,52,2
68,53,1
68,54,4
68,55,1
68,56,1
68,57,2
68,58,1
68,59,2
68,60,7
68,61,3
68,62,1
68,65,1
68,66,1
68,71,1
68,73,1
68,77,2
68,79,1
68,82,2
68,88,1
68,98,1
68,99,1
68,109,1
68,110,1
69,71,1
70,34,1
71,37,1
72,34,1
73,16,1
74,52,1
75,4,1
76,30,1
77,6,1
77,13,1
77,25,1
77,56,1
77,61,1
78,13,1
78,68,1
78,73,1
79,29,1
79,38,1
79,40,2
79,47,3
79,49,1
79,50,2
79,53,2
79,56,1
79,58,1
79,61,1
79,68,1
79,70,1
79,110,1
80,56,1
81,21,2
81,22,1
81,23,1
81,25,1
81,26,1
81,27,1
81,30,1
81,31,2
81,37,1
81,44,1
81,46,1
81,50,1
81,54,2
81,58,1
81,64,1
81,68,1
81,69,1
82,29,1
82,30,2
82,46,1
82,53,1
82,61,1
83,13,1
83,47,1
84,37,1
85,26,1
85,40,1
85,51,1
85,56,1
85,57,2
85,60,1
85,62,1
85,72,1
85,98,1
85,104,1
86,9,1
86,56,1
86,57,1
87,4,1
87,62,1
88,37,1
88,46,1
88,50,1
89,16,1
90,34,1
90,48,1
90,50,1
90,62,1
90,64,1
91,50,1
91,53,1
92,13,2
92,25,1
92,39,2
92,63,1
93,4,1
94,22,1
94,25,1
94,30,1
94,39,1
94,49,1
94,51,1
94,54,1
94,68,1
94,69,1
95,10,1
96,48,1
96,63,4
96,70,1
97,55,1
98,36,2
98,45,1
98,60,1
98,64,1
98,67,2
98,68,1
98,70,1
98,100,1
99,32,1
99,34,1
99,37,1
99,50,1
99,62,1
99,63,1
99,66,1
99,67,1
100,50,1
100,61,1
100,63,1
100,64,1
100,65,1
101,109,1
102,4,1
102,46,1
103,55,1
103,57,1
103,62,1
103,64,1
103,109,1
104,44,1
104,50,1
104,51,2
104,53,1
104,55,2
104,61,1
104,62,1
104,63,1
104,64,1
104,65,3
104,66,1
104,67,1
104,93,1
105,4,1
105,13,2
105,15,1
105,25,1
105,29,1
105,37,2
105,50,1
105,51,4
105,53,1
105,54,2
105,55,4
105,62,2
105,63,3
105,64,2
105,65,7
105,66,2
105,67,2
105,68,1
106,4,3
106,34,1
106,37,2
106,39,1
106,45,1
106,46,1
106,49,1
106,50,2
106,51,3
106,53,4
106,56,2
106,57,1
106,61,3
106,62,8
106,63,4
106,64,1
106,65,6
106,66,3
106,67,7
106,68,1
106,73,1
106,85,1
106,95,1
107,4,2
107,8,1
107,11,1
107,16,1
107,25,1
107,28,1
107,32,2
107,34,1
107,36,2
107,37,1
107,45,1
107,47,1
107,51,4
107,53,1
107,54,1
107,55,4
107,56,1
107,61,2
107,62,4
107,63,3
107,64,2
107,65,4
107,66,5
107,71,1
107,72,1
107,75,1
107,76,1
107,80,1
107,81,1
107,85,1
107,88,1
107,96,1
107,104,1
108,58,1
108,74,1
109,25,1
109,58,1
109,61,1
109,77,1
109,110,1
110,10,1
110,28,1
110,39,1
110,44,1
110,59,1
110,66,1
110,77,1
110,82,1
110,103,1
110,104,1
111,67,1
112,10,1
112,40,1
113,16,1
114,68,1
115,15,1
115,22,1
115,58,1
115,70,1
116,37,1
117,36,1
118,4,1
118,36,1
118,37,1
118,50,3
118,51,2
118,55,1
118,64,1
118,70,3
118,76,1
118,77,1
118,108,1
119,5,1
119,18,1
119,24,1
119,30,1
119,38,1
119,45,2
119,46,1
119,48,2
119,50,2
119,53,2
119,54,6
119,56,1
119,58,1
119,59,2
119,60,2
119,62,1
119,63,1
119,66,1
119,70,2
119,74,2
119,75,1
119,76,1
119,80,2
119,81,1
119,85,3
119,98,1
119,103,1
120,47,1
120,50,1
120,57,1
120,59,2
120,60,2
120,61,1
121,37,1
122,33,2
122,34,1
122,37,1
122,38,1
123,51,1
124,50,1
125,13,1
125,22,1
126,55,1
126,71,1
127,37,1
128,44,1
128,68,1
129,10,1
129,21,1
129,22,1
129,26,1
129,44,1
129,45,1
129,46,1
129,51,1
129,53,1
129,54,1
129,60,1
129,80,1
129,85,1
129,110,1
130,8,1
130,44,1
130,47,2
130,54,1
131,4,1
132,63,1
133,100,1
134,16,1
134,45,1
134,50,1
134,54,1
134,59,1
134,60,2
134,73,1
134,75,1
134,81,1
134,98,1
134,102,1
135,34,5
136,34,2
137,37,1
138,4,2
138,61,1
139,34,1
140,33,1
140,34,1
141,61,1
142,8,2
142,10,1
142,30,1
142,42,1
142,45,1
142,46,1
142,56,1
142,58,5
142,59,1
142,60,1
142,61,1
142,62,1
142,73,1
143,27,1
143,54,1
144,30,1
145,37,1
146,57,1
147,51,1
147,55,1
147,57,2
147,59,1
